annee_reference;indicator_id;domain;territoire;perimeter_id;value;unit;source_primary;source_detail;source_file;source_page;coverage_status;quality_status;record_role;population_millesime;definition;note
2022;POP_001;POPULATION;Martinique;;361019;hab;INSEE;OFFICIEL_MILLESIME_N;fact_population_resolue_2019_2024.csv;;COMPLETE;OK;PRODUCTION;2022;;
2022;QUAL_MICROBIO_CONFORMITE;QUALITE_EAU_POTABLE;CACEM;CACEM;98.8024;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2022.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites microbiologiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2022;QUAL_MICROBIO_CONFORMITE;QUALITE_EAU_POTABLE;CAESM;CAESM;99.1342;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2022.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites microbiologiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2022;QUAL_MICROBIO_CONFORMITE;QUALITE_EAU_POTABLE;CAP_NORD;CAP_NORD;98.7013;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2022.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites microbiologiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2022;QUAL_MICROBIO_CONFORMITE;QUALITE_EAU_POTABLE;Martinique;Martinique;98.8421;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2022.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites microbiologiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2022;QUAL_PC_CONFORMITE;QUALITE_EAU_POTABLE;CACEM;CACEM;99.1354;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2022.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites physico-chimiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2022;QUAL_PC_CONFORMITE;QUALITE_EAU_POTABLE;CAESM;CAESM;100.0;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2022.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites physico-chimiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2022;QUAL_PC_CONFORMITE;QUALITE_EAU_POTABLE;CAP_NORD;CAP_NORD;99.0676;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2022.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites physico-chimiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2022;QUAL_PC_CONFORMITE;QUALITE_EAU_POTABLE;Martinique;Martinique;99.3049;%;ARS_SISE_EAUX;Hub'Eau qualite_eau_potable/resultats_dis;fact_ars_quality_2022.csv;;COMPLETE;TO_VALIDATE_AGAINST_RPQS;DIAGNOSTIC;;"Conformité aux limites physico-chimiques ; prélèvements uniques avec statut disponible.";Comparer aux P101.1/P102.1 et aux chiffres ARS/RPQS avant passage en PRODUCTION.
2022;RES_001;RESSOURCE;Martinique;;70.70848942671284;%;BNPE;AEP / total ×100;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;AEP / total ×100
2022;RES_002;RESSOURCE;Martinique;;25.794046002938696;%;BNPE;IRR / total ×100;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;IRR / total ×100
2022;RES_003;RESSOURCE;Martinique;;3.497464570348452;%;BNPE;IND / total ×100;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;IND / total ×100
2022;RES_004;RESSOURCE;Martinique;;94.60748882962646;%;BNPE;AEP CONT / AEP ×100;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;AEP CONT / AEP ×100
2022;RES_005;RESSOURCE;Martinique;;5.3925111703735364;%;BNPE;AEP SOUT / AEP ×100;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;AEP SOUT / AEP ×100
2022;RES_006;RESSOURCE;Martinique;;57.751463287439755;%;BNPE;AEP ouvrages Lézarde + Blanche / AEP ×100;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;AEP ouvrages Lézarde + Blanche / AEP ×100
2022;RES_007;RESSOURCE;Martinique;;29.0;nb;BNPE;Nombre d'ouvrages AEP présents dans BNPE;mart_bnpe_indicateurs_2022.csv;;PARTIAL;INCOMPLETE_INVENTORY;DIAGNOSTIC;;;Nombre d'ouvrages AEP présents dans BNPE | BNPE non exhaustive pour compter les captages.
2022;RES_008;RESSOURCE;Martinique;;13.0;nb;BNPE;Nombre d'ouvrages AEP CONT présents dans BNPE;mart_bnpe_indicateurs_2022.csv;;PARTIAL;INCOMPLETE_INVENTORY;DIAGNOSTIC;;;Nombre d'ouvrages AEP CONT présents dans BNPE | BNPE non exhaustive pour compter les captages.
2022;RES_009;RESSOURCE;Martinique;;16.0;nb;BNPE;Nombre d'ouvrages AEP SOUT présents dans BNPE;mart_bnpe_indicateurs_2022.csv;;PARTIAL;INCOMPLETE_INVENTORY;DIAGNOSTIC;;;Nombre d'ouvrages AEP SOUT présents dans BNPE | BNPE non exhaustive pour compter les captages.
2022;RES_014;RESSOURCE;Martinique;;44771108.0;m3/an;BNPE;Somme Code usage BNPE=AEP;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;Somme Code usage BNPE=AEP
2022;RES_015;RESSOURCE;Martinique;;63317868.0;m3/an;BNPE;Somme détail prelevements.csv;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;Somme détail prelevements.csv
2022;RES_016;RESSOURCE;Martinique;;16332240.0;m3/an;BNPE;Somme Code usage BNPE=IRR;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;Somme Code usage BNPE=IRR
2022;RES_017;RESSOURCE;Martinique;;2214520.0;m3/an;BNPE;Somme Code usage BNPE=IND;mart_bnpe_indicateurs_2022.csv;;COMPLETE;OK;PRODUCTION;;;Somme Code usage BNPE=IND
